date,position,number
2022-03-25,segundo,11
2022-03-25,primero,47
2022-03-26,tercero,90
2022-03-26,segundo,62
2022-03-26,primero,24
2022-03-27,tercero,32
2022-03-27,segundo,83
2022-03-27,primero,21
2022-03-28,primero,53
2022-03-28,segundo,78
2022-03-28,tercero,39
2022-03-29,tercero,66
2022-03-29,segundo,44
2022-03-29,primero,22
2022-03-30,tercero,84
2022-03-30,segundo,79
2022-03-30,primero,23
2022-03-31,tercero,56
2022-03-31,segundo,8
2022-03-31,primero,44
2022-04-01,tercero,11
2022-04-01,segundo,54
2022-04-01,primero,23
2022-04-02,primero,80
2022-04-02,tercero,38
2022-04-02,segundo,1
2022-04-03,tercero,75
2022-04-03,segundo,93
2022-04-03,primero,81
2022-04-04,tercero,47
2022-04-04,segundo,70
2022-04-04,primero,48
2022-04-05,tercero,67
2022-04-05,segundo,11
2022-04-05,primero,76
2022-04-06,primero,41
2022-04-06,tercero,34
2022-04-06,segundo,47
2022-04-07,primero,63
2022-04-07,tercero,77
2022-04-07,segundo,11
2022-04-08,tercero,53
2022-04-08,segundo,75
2022-04-08,primero,13
2022-04-09,tercero,81
2022-04-09,segundo,32
2022-04-09,primero,94
2022-04-10,tercero,58
2022-04-10,segundo,66
2022-04-10,primero,80
2022-04-11,primero,51
2022-04-11,segundo,93
2022-04-11,tercero,59
2022-04-12,tercero,16
2022-04-12,segundo,72
2022-04-12,primero,41
2022-04-13,tercero,71
2022-04-13,segundo,26
2022-04-13,primero,32
2022-04-17,tercero,3
2022-04-17,segundo,2
2022-04-17,primero,44
2022-04-18,primero,12
2022-04-18,tercero,43
2022-04-18,segundo,7
2022-04-19,tercero,66
2022-04-19,segundo,55
2022-04-19,primero,89
2022-04-20,tercero,91
2022-04-20,segundo,5
2022-04-20,primero,19
2022-04-22,tercero,29
2022-04-22,segundo,43
2022-04-22,primero,29
2022-04-23,tercero,63
2022-04-23,segundo,49
2022-04-23,primero,98
2022-04-24,primero,85
2022-04-24,tercero,8
2022-04-24,segundo,53
2022-04-25,tercero,89
2022-04-25,segundo,9
2022-04-25,primero,65
2022-04-26,tercero,25
2022-04-26,segundo,95
2022-04-26,primero,18
2022-04-27,tercero,99
2022-04-27,segundo,70
2022-04-27,primero,30
2022-04-28,primero,43
2022-04-28,tercero,94
2022-04-28,segundo,59
2022-04-29,tercero,22
2022-04-29,segundo,17
2022-04-29,primero,76
2022-04-30,tercero,90
2022-04-30,segundo,61
2022-04-30,primero,29
2022-05-01,tercero,77
2022-05-01,segundo,38
2022-05-01,primero,46
2022-05-02,tercero,63
2022-05-02,segundo,99
2022-05-02,primero,57
2022-05-03,primero,79
2022-05-03,tercero,1
2022-05-03,segundo,99
2022-05-04,tercero,41
2022-05-04,segundo,66
2022-05-04,primero,32
2022-05-05,tercero,65
2022-05-05,segundo,44
2022-05-05,primero,86
2022-05-06,tercero,13
2022-05-06,segundo,99
2022-05-06,primero,22
2022-05-07,primero,84
2022-05-07,tercero,90
2022-05-07,segundo,3
2022-05-08,tercero,57
2022-05-08,segundo,32
2022-05-08,primero,57
2022-05-09,tercero,58
2022-05-09,segundo,97
2022-05-09,primero,73
2022-05-10,tercero,59
2022-05-10,segundo,12
2022-05-10,primero,76
2022-05-12,primero,36
2022-05-12,tercero,37
2022-05-12,segundo,88
2022-05-13,tercero,1
2022-05-13,segundo,66
2022-05-13,primero,38
2022-05-14,tercero,64
2022-05-14,segundo,71
2022-05-14,primero,10
2022-05-15,tercero,39
2022-05-15,segundo,84
2022-05-15,primero,73
2022-05-16,primero,8
2022-05-16,tercero,2
2022-05-16,segundo,21
2022-05-17,primero,17
2022-05-17,tercero,67
2022-05-17,segundo,60
2022-05-18,primero,69
2022-05-18,tercero,24
2022-05-18,segundo,20
2022-05-19,primero,32
2022-05-19,tercero,19
2022-05-19,segundo,47
2022-05-20,tercero,12
2022-05-20,segundo,56
2022-05-20,primero,53
2022-05-22,tercero,47
2022-05-22,segundo,18
2022-05-22,primero,24
2022-05-23,primero,46
2022-05-23,segundo,19
2022-05-23,tercero,45
2022-05-24,segundo,91
2022-05-24,primero,74
2022-05-24,tercero,17
2022-05-25,tercero,12
2022-05-25,segundo,27
2022-05-25,primero,59
2022-05-26,tercero,85
2022-05-26,segundo,25
2022-05-26,primero,84
2022-05-27,primero,60
2022-05-27,tercero,9
2022-05-27,segundo,16
2022-05-28,tercero,26
2022-05-28,segundo,29
2022-05-28,primero,99
2022-05-29,tercero,61
2022-05-29,segundo,39
2022-05-29,primero,92
2022-05-30,tercero,59
2022-05-30,segundo,26
2022-05-30,primero,12
2022-05-31,primero,5
2022-05-31,segundo,84
2022-05-31,tercero,92
2022-06-01,tercero,71
2022-06-01,segundo,48
2022-06-01,primero,48
2022-06-02,tercero,95
2022-06-02,segundo,96
2022-06-02,primero,16
2022-06-03,tercero,25
2022-06-03,segundo,4
2022-06-03,primero,16
2022-06-04,primero,63
2022-06-04,segundo,88
2022-06-04,tercero,82
2022-06-05,primero,87
2022-06-05,tercero,53
2022-06-05,segundo,55
2022-06-06,primero,28
2022-06-06,tercero,42
2022-06-06,segundo,35
2022-06-07,tercero,21
2022-06-07,segundo,64
2022-06-07,primero,53
2022-06-08,tercero,24
2022-06-08,segundo,51
2022-06-08,primero,50
2022-06-09,primero,2
2022-06-09,tercero,28
2022-06-09,segundo,88
2022-06-10,segundo,16
2022-06-10,primero,66
2022-06-10,tercero,30
2022-06-11,tercero,67
2022-06-11,segundo,59
2022-06-11,primero,68
2022-06-12,tercero,59
2022-06-12,segundo,56
2022-06-12,primero,14
2022-06-13,primero,30
2022-06-13,segundo,26
2022-06-13,tercero,14
2022-06-14,primero,95
2022-06-14,tercero,86
2022-06-14,segundo,14
2022-06-15,tercero,74
2022-06-15,segundo,78
2022-06-15,primero,32
2022-06-16,tercero,92
2022-06-16,segundo,78
2022-06-16,primero,57
2022-06-17,primero,47
2022-06-17,segundo,35
2022-06-17,tercero,90
2022-06-18,segundo,95
2022-06-18,primero,51
2022-06-18,tercero,75
2022-06-19,tercero,47
2022-06-19,segundo,26
2022-06-19,primero,12
2022-06-20,tercero,42
2022-06-20,segundo,94
2022-06-20,primero,3
2022-06-21,primero,37
2022-06-21,tercero,70
2022-06-21,segundo,54
2022-06-22,segundo,85
2022-06-22,primero,35
2022-06-22,tercero,58
2022-06-23,tercero,55
2022-06-23,segundo,88
2022-06-23,primero,87
2022-06-24,tercero,92
2022-06-24,segundo,31
2022-06-24,primero,14
2022-06-25,tercero,9
2022-06-25,segundo,58
2022-06-25,primero,8
2022-06-26,primero,35
2022-06-26,segundo,26
2022-06-26,tercero,49
2022-06-27,tercero,68
2022-06-27,segundo,54
2022-06-27,primero,66
2022-06-28,tercero,39
2022-06-28,segundo,31
2022-06-28,primero,40
2022-06-29,tercero,6
2022-06-29,segundo,80
2022-06-29,primero,36
2022-06-30,primero,38
2022-06-30,segundo,1
2022-06-30,tercero,56
2022-07-01,tercero,39
2022-07-01,segundo,65
2022-07-01,primero,91
2022-07-02,tercero,9
2022-07-02,segundo,95
2022-07-02,primero,52
2022-07-03,tercero,45
2022-07-03,segundo,99
2022-07-03,primero,25
2022-07-04,tercero,49
2022-07-04,segundo,38
2022-07-04,primero,13
2022-07-05,primero,40
2022-07-05,tercero,44
2022-07-05,segundo,87
2022-07-06,tercero,60
2022-07-06,segundo,26
2022-07-06,primero,60
2022-07-07,tercero,2
2022-07-07,segundo,16
2022-07-07,primero,15
2022-07-08,tercero,40
2022-07-08,segundo,42
2022-07-08,primero,70
2022-07-09,primero,27
2022-07-09,tercero,91
2022-07-09,segundo,2
2022-07-10,tercero,21
2022-07-10,segundo,62
2022-07-10,primero,61
2022-07-11,tercero,39
2022-07-11,segundo,0
2022-07-11,primero,70
2022-07-12,tercero,28
2022-07-12,segundo,37
2022-07-12,primero,3
2022-07-13,tercero,10
2022-07-13,segundo,79
2022-07-13,primero,37
2022-07-14,primero,51
2022-07-14,tercero,95
2022-07-14,segundo,29
2022-07-15,tercero,70
2022-07-15,segundo,43
2022-07-15,primero,84
2022-07-16,tercero,60
2022-07-16,segundo,21
2022-07-16,primero,37
2022-07-17,tercero,67
2022-07-17,segundo,12
2022-07-17,primero,86
2022-07-18,primero,11
2022-07-18,tercero,55
2022-07-18,segundo,74
2022-07-19,tercero,15
2022-07-19,segundo,99
2022-07-19,primero,15
2022-07-21,tercero,69
2022-07-21,segundo,76
2022-07-21,primero,62
2022-07-22,tercero,33
2022-07-22,segundo,62
2022-07-22,primero,65
2022-07-23,primero,18
2022-07-23,tercero,13
2022-07-23,segundo,66
2022-07-24,tercero,61
2022-07-24,segundo,25
2022-07-24,primero,85
2022-07-25,tercero,20
2022-07-25,segundo,0
2022-07-25,primero,13
2022-07-26,tercero,53
2022-07-26,segundo,95
2022-07-26,primero,74
2022-07-27,primero,81
2022-07-27,segundo,66
2022-07-27,tercero,47
2022-07-28,primero,42
2022-07-28,tercero,42
2022-07-28,segundo,96
2022-07-29,primero,33
2022-07-29,tercero,78
2022-07-29,segundo,90
2022-07-30,primero,96
2022-07-30,tercero,49
2022-07-30,segundo,46
2022-07-31,primero,90
2022-07-31,tercero,90
2022-07-31,segundo,67
2022-08-01,tercero,82
2022-08-01,segundo,57
2022-08-01,primero,73
2022-08-02,tercero,79
2022-08-02,segundo,20
2022-08-02,primero,54
2022-08-03,primero,52
2022-08-03,segundo,84
2022-08-03,tercero,73
2022-08-04,segundo,89
2022-08-04,primero,72
2022-08-04,tercero,78
2022-08-05,tercero,96
2022-08-05,segundo,26
2022-08-05,primero,21
2022-08-06,tercero,29
2022-08-06,segundo,25
2022-08-06,primero,36
2022-08-07,primero,92
2022-08-07,tercero,51
2022-08-07,segundo,30
2022-08-08,tercero,88
2022-08-08,segundo,69
2022-08-08,primero,81
2022-08-09,tercero,25
2022-08-09,segundo,12
2022-08-09,primero,36
2022-08-10,tercero,45
2022-08-10,segundo,87
2022-08-10,primero,12
2022-08-11,primero,83
2022-08-11,segundo,92
2022-08-11,tercero,32
2022-08-12,tercero,62
2022-08-12,segundo,40
2022-08-12,primero,64
2022-08-13,tercero,41
2022-08-13,segundo,10
2022-08-13,primero,10
2022-08-14,tercero,31
2022-08-14,segundo,67
2022-08-14,primero,64
2022-08-15,primero,67
2022-08-15,segundo,74
2022-08-15,tercero,86
2022-08-17,primero,88
2022-08-17,tercero,86
2022-08-17,segundo,14
2022-08-18,primero,17
2022-08-18,tercero,37
2022-08-18,segundo,46
2022-08-20,tercero,41
2022-08-20,segundo,90
2022-08-20,primero,33
2022-08-21,tercero,24
2022-08-21,segundo,30
2022-08-21,primero,29
2022-08-22,primero,76
2022-08-22,tercero,56
2022-08-22,segundo,90
2022-08-23,segundo,63
2022-08-23,primero,0
2022-08-23,tercero,32
2022-08-24,tercero,53
2022-08-24,segundo,10
2022-08-24,primero,62
2022-08-25,tercero,71
2022-08-25,segundo,14
2022-08-25,primero,23
2022-08-26,primero,17
2022-08-26,segundo,72
2022-08-26,tercero,45
2022-08-27,primero,54
2022-08-27,tercero,72
2022-08-27,segundo,94
2022-08-28,tercero,51
2022-08-28,segundo,55
2022-08-28,primero,41
2022-08-29,tercero,24
2022-08-29,segundo,86
2022-08-29,primero,97
2022-08-30,primero,37
2022-08-30,segundo,34
2022-08-30,tercero,79
2022-08-31,segundo,87
2022-08-31,primero,59
2022-08-31,tercero,62
2022-09-01,tercero,33
2022-09-01,segundo,90
2022-09-01,primero,24
2022-09-02,tercero,91
2022-09-02,segundo,66
2022-09-02,primero,49
2022-09-03,primero,14
2022-09-03,tercero,22
2022-09-03,segundo,67
2022-09-04,segundo,17
2022-09-04,primero,89
2022-09-04,tercero,94
2022-09-05,tercero,49
2022-09-05,segundo,78
2022-09-05,primero,82
2022-09-06,tercero,57
2022-09-06,segundo,95
2022-09-06,primero,54
2022-09-07,tercero,80
2022-09-07,segundo,54
2022-09-07,primero,79
2022-09-08,primero,61
2022-09-08,segundo,56
2022-09-08,tercero,24
2022-09-09,tercero,20
2022-09-09,segundo,92
2022-09-09,primero,39
2022-09-10,tercero,73
2022-09-10,segundo,45
2022-09-10,primero,18
2022-09-11,tercero,76
2022-09-11,segundo,18
2022-09-11,primero,99
2022-09-12,primero,9
2022-09-12,segundo,92
2022-09-12,tercero,36
2022-09-13,tercero,33
2022-09-13,segundo,55
2022-09-13,primero,91
2022-09-14,tercero,31
2022-09-14,segundo,95
2022-09-14,primero,93
2022-09-15,tercero,93
2022-09-15,segundo,12
2022-09-15,primero,36
2022-09-16,tercero,22
2022-09-16,segundo,34
2022-09-16,primero,21
2022-09-17,primero,73
2022-09-17,tercero,91
2022-09-17,segundo,2
2022-09-18,tercero,74
2022-09-18,segundo,85
2022-09-18,primero,12
2022-09-20,tercero,91
2022-09-20,segundo,3
2022-09-20,primero,63
2022-09-21,tercero,15
2022-09-21,segundo,83
2022-09-21,primero,43
2022-09-22,primero,56
2022-09-22,tercero,34
2022-09-22,segundo,9
2022-09-23,tercero,99
2022-09-23,segundo,12
2022-09-23,primero,95
2022-09-25,tercero,66
2022-09-25,segundo,0
2022-09-25,primero,8
2022-09-26,tercero,27
2022-09-26,segundo,12
2022-09-26,primero,25
2022-09-27,tercero,9
2022-09-27,segundo,2
2022-09-27,primero,97
2022-09-29,primero,88
2022-09-29,tercero,43
2022-09-29,segundo,4
2022-09-30,tercero,96
2022-09-30,segundo,19
2022-09-30,primero,48
2022-10-01,tercero,20
2022-10-01,segundo,78
2022-10-01,primero,17
2022-10-02,tercero,36
2022-10-02,segundo,74
2022-10-02,primero,31
2022-10-03,primero,92
2022-10-03,tercero,61
2022-10-03,segundo,79
2022-10-04,tercero,22
2022-10-04,segundo,87
2022-10-04,primero,96
2022-10-05,tercero,19
2022-10-05,segundo,65
2022-10-05,primero,27
2022-10-06,tercero,17
2022-10-06,segundo,64
2022-10-06,primero,63
2022-10-07,primero,4
2022-10-07,tercero,46
2022-10-07,segundo,92
2022-10-08,tercero,93
2022-10-08,segundo,98
2022-10-08,primero,66
2022-10-09,tercero,70
2022-10-09,segundo,58
2022-10-09,primero,97
2022-10-10,tercero,36
2022-10-10,segundo,40
2022-10-10,primero,97
2022-10-11,primero,40
2022-10-11,segundo,41
2022-10-11,tercero,97
2022-10-12,primero,52
2022-10-12,tercero,95
2022-10-12,segundo,91
2022-10-13,primero,14
2022-10-13,tercero,70
2022-10-13,segundo,40
2022-10-14,primero,37
2022-10-14,tercero,14
2022-10-14,segundo,15
2022-10-15,primero,92
2022-10-15,tercero,7
2022-10-15,segundo,15
2022-10-16,tercero,36
2022-10-16,segundo,32
2022-10-16,primero,77
2022-10-17,tercero,79
2022-10-17,segundo,50
2022-10-17,primero,64
2022-10-18,primero,15
2022-10-18,tercero,45
2022-10-18,segundo,81
2022-10-19,segundo,34
2022-10-19,primero,49
2022-10-19,tercero,23
2022-10-20,tercero,43
2022-10-20,segundo,0
2022-10-20,primero,64
2022-10-21,tercero,16
2022-10-21,segundo,81
2022-10-21,primero,23
2022-10-22,primero,9
2022-10-22,segundo,34
2022-10-22,tercero,26
2022-10-23,primero,0
2022-10-23,tercero,84
2022-10-23,segundo,99
2022-10-24,tercero,34
2022-10-24,segundo,37
2022-10-24,primero,62
2022-10-25,tercero,56
2022-10-25,segundo,71
2022-10-25,primero,89
2022-10-26,primero,72
2022-10-26,segundo,77
2022-10-26,tercero,74
2022-10-27,segundo,55
2022-10-27,primero,46
2022-10-27,tercero,21
2022-10-29,tercero,76
2022-10-29,segundo,15
2022-10-29,primero,38
2022-10-30,tercero,14
2022-10-30,segundo,17
2022-10-30,primero,54
2022-10-31,primero,26
2022-10-31,tercero,51
2022-10-31,segundo,86
2022-11-01,tercero,58
2022-11-01,segundo,15
2022-11-01,primero,88
2022-11-02,tercero,86
2022-11-02,segundo,24
2022-11-02,primero,95
2022-11-03,tercero,8
2022-11-03,segundo,59
2022-11-03,primero,47
2022-11-04,tercero,8
2022-11-04,segundo,79
2022-11-04,primero,12
2022-11-05,primero,69
2022-11-05,tercero,66
2022-11-05,segundo,16
2022-11-06,tercero,45
2022-11-06,segundo,80
2022-11-06,primero,96
2022-11-07,tercero,42
2022-11-07,segundo,94
2022-11-07,primero,72
2022-11-08,tercero,49
2022-11-08,segundo,28
2022-11-08,primero,4
2022-11-09,primero,89
2022-11-09,tercero,92
2022-11-09,segundo,50
2022-11-10,tercero,5
2022-11-10,segundo,79
2022-11-10,primero,13
2022-11-11,tercero,33
2022-11-11,segundo,35
2022-11-11,primero,77
2022-11-12,tercero,56
2022-11-12,segundo,5
2022-11-12,primero,51
2022-11-13,primero,80
2022-11-13,tercero,62
2022-11-13,segundo,94
2022-11-14,tercero,56
2022-11-14,segundo,42
2022-11-14,primero,76
2022-11-15,tercero,78
2022-11-15,segundo,40
2022-11-15,primero,45
2022-11-16,tercero,33
2022-11-16,segundo,87
2022-11-16,primero,90
2022-11-17,primero,43
2022-11-17,segundo,95
2022-11-17,tercero,84
2022-11-18,primero,36
2022-11-18,tercero,43
2022-11-18,segundo,75
2022-11-19,primero,77
2022-11-19,tercero,72
2022-11-19,segundo,72
2022-11-20,primero,43
2022-11-20,tercero,77
2022-11-20,segundo,15
2022-11-21,tercero,45
2022-11-21,segundo,9
2022-11-21,primero,33
2022-11-22,tercero,96
2022-11-22,segundo,15
2022-11-22,primero,72
2022-11-23,primero,13
2022-11-23,segundo,34
2022-11-23,tercero,85
2022-11-24,segundo,17
2022-11-24,primero,26
2022-11-24,tercero,42
2022-11-25,tercero,39
2022-11-25,segundo,28
2022-11-25,primero,91
2022-11-26,tercero,94
2022-11-26,segundo,4
2022-11-26,primero,41
2022-11-27,primero,27
2022-11-27,tercero,53
2022-11-27,segundo,73
2022-11-28,tercero,58
2022-11-28,segundo,19
2022-11-28,primero,34
2022-11-29,tercero,73
2022-11-29,segundo,10
2022-11-29,primero,82
2022-11-30,tercero,35
2022-11-30,segundo,40
2022-11-30,primero,75
2022-12-01,primero,37
2022-12-01,segundo,5
2022-12-01,tercero,69
2022-12-02,tercero,30
2022-12-02,segundo,11
2022-12-02,primero,15
2022-12-03,tercero,25
2022-12-03,segundo,40
2022-12-03,primero,30
2022-12-04,tercero,89
2022-12-04,segundo,42
2022-12-04,primero,85
2022-12-05,primero,92
2022-12-05,segundo,25
2022-12-05,tercero,48
2022-12-06,primero,9
2022-12-06,tercero,34
2022-12-06,segundo,37
2022-12-08,primero,98
2022-12-08,tercero,1
2022-12-08,segundo,34
2022-12-09,tercero,94
2022-12-09,segundo,17
2022-12-09,primero,6
2022-12-10,tercero,4
2022-12-10,segundo,89
2022-12-10,primero,85
2022-12-11,primero,80
2022-12-11,tercero,75
2022-12-11,segundo,43
2022-12-12,segundo,11
2022-12-12,primero,69
2022-12-12,tercero,19
2022-12-13,tercero,84
2022-12-13,segundo,37
2022-12-13,primero,14
2022-12-14,tercero,20
2022-12-14,segundo,86
2022-12-14,primero,36
2022-12-15,primero,9
2022-12-15,segundo,60
2022-12-15,tercero,68
2022-12-16,primero,70
2022-12-16,tercero,25
2022-12-16,segundo,91
2022-12-17,tercero,20
2022-12-17,segundo,33
2022-12-17,primero,73
2022-12-18,tercero,39
2022-12-18,segundo,0
2022-12-18,primero,6
2022-12-19,primero,14
2022-12-19,segundo,83
2022-12-19,tercero,13
2022-12-20,segundo,2
2022-12-20,primero,16
2022-12-20,tercero,73
2022-12-21,tercero,37
2022-12-21,segundo,71
2022-12-21,primero,75
2022-12-22,tercero,53
2022-12-22,segundo,19
2022-12-22,primero,42
2022-12-23,primero,26
2022-12-23,tercero,90
2022-12-23,segundo,22
2022-12-26,segundo,7
2022-12-26,tercero,93
2022-12-26,primero,73
2022-12-27,primero,19
2022-12-27,tercero,20
2022-12-27,segundo,90
2022-12-28,primero,77
2022-12-28,tercero,34
2022-12-28,segundo,36
2022-12-29,primero,71
2022-12-29,tercero,52
2022-12-29,segundo,20
2022-12-30,tercero,39
2022-12-30,segundo,22
2022-12-30,primero,20
2023-01-03,tercero,88
2023-01-03,segundo,80
2023-01-03,primero,28
2023-01-04,primero,36
2023-01-04,tercero,39
2023-01-04,segundo,11
2023-01-05,segundo,51
2023-01-05,primero,10
2023-01-05,tercero,2
2023-01-07,tercero,92
2023-01-07,segundo,79
2023-01-07,primero,38
2023-01-08,tercero,13
2023-01-08,segundo,23
2023-01-08,primero,0
2023-01-09,primero,37
2023-01-09,segundo,43
2023-01-09,tercero,20
2023-01-10,primero,43
2023-01-10,tercero,69
2023-01-10,segundo,41
2023-01-11,tercero,15
2023-01-11,segundo,45
2023-01-11,primero,37
2023-01-12,tercero,53
2023-01-12,segundo,16
2023-01-12,primero,90
2023-01-13,primero,83
2023-01-13,segundo,25
2023-01-13,tercero,61
2023-01-14,segundo,78
2023-01-14,primero,86
2023-01-14,tercero,96
2023-01-15,tercero,85
2023-01-15,segundo,69
2023-01-15,primero,46
2023-01-16,tercero,66
2023-01-16,segundo,41
2023-01-16,primero,62
2023-01-17,primero,69
2023-01-17,tercero,96
2023-01-17,segundo,84
2023-01-18,tercero,12
2023-01-18,segundo,16
2023-01-18,primero,20
2023-01-19,tercero,48
2023-01-19,segundo,14
2023-01-19,primero,2
2023-01-20,tercero,78
2023-01-20,segundo,50
2023-01-20,primero,96
2023-01-22,tercero,94
2023-01-22,segundo,1
2023-01-22,primero,71
2023-01-23,primero,74
2023-01-23,tercero,12
2023-01-23,segundo,70
2023-01-24,tercero,10
2023-01-24,segundo,93
2023-01-24,primero,45
2023-01-25,tercero,18
2023-01-25,segundo,53
2023-01-25,primero,85
2023-01-26,tercero,88
2023-01-26,segundo,66
2023-01-26,primero,14
2023-01-27,primero,91
2023-01-27,tercero,77
2023-01-27,segundo,45
2023-01-28,tercero,34
2023-01-28,segundo,41
2023-01-28,primero,93
2023-01-29,tercero,39
2023-01-29,segundo,63
2023-01-29,primero,24
2023-01-30,tercero,16
2023-01-30,segundo,69
2023-01-30,primero,60
2023-01-31,primero,8
2023-01-31,tercero,25
2023-01-31,segundo,24
2023-02-01,tercero,41
2023-02-01,segundo,72
2023-02-01,primero,26
2023-02-02,tercero,20
2023-02-02,segundo,82
2023-02-02,primero,48
2023-02-03,tercero,55
2023-02-03,segundo,29
2023-02-03,primero,15
2023-02-04,primero,18
2023-02-04,segundo,20
2023-02-04,tercero,81
2023-02-06,primero,20
2023-02-06,tercero,97
2023-02-06,segundo,46
2023-02-07,primero,68
2023-02-07,tercero,77
2023-02-07,segundo,88
2023-02-08,primero,40
2023-02-08,tercero,63
2023-02-08,segundo,80
2023-02-09,tercero,22
2023-02-09,segundo,16
2023-02-09,primero,67
2023-02-10,tercero,90
2023-02-10,segundo,6
2023-02-10,primero,59
2023-02-11,primero,57
2023-02-11,segundo,79
2023-02-11,tercero,63
2023-02-12,segundo,91
2023-02-12,primero,22
2023-02-12,tercero,13
2023-02-13,tercero,81
2023-02-13,segundo,82
2023-02-13,primero,8
2023-02-14,tercero,26
2023-02-14,segundo,48
2023-02-14,primero,6
2023-02-15,primero,62
2023-02-15,tercero,16
2023-02-15,segundo,66
2023-02-16,tercero,3
2023-02-16,segundo,31
2023-02-16,primero,11
2023-02-17,tercero,29
2023-02-17,segundo,15
2023-02-17,primero,31
2023-02-18,tercero,97
2023-02-18,segundo,53
2023-02-18,primero,68
2023-02-19,primero,68
2023-02-19,segundo,96
2023-02-19,tercero,59
2023-02-20,tercero,46
2023-02-20,segundo,56
2023-02-20,primero,95
2023-02-21,tercero,91
2023-02-21,segundo,8
2023-02-21,primero,30
2023-02-22,tercero,5
2023-02-22,segundo,77
2023-02-22,primero,41
2023-02-23,primero,62
2023-02-23,segundo,87
2023-02-23,tercero,28
2023-02-24,primero,0
2023-02-24,tercero,56
2023-02-24,segundo,84
2023-02-25,primero,31
2023-02-25,tercero,69
2023-02-25,segundo,78
2023-02-26,tercero,2
2023-02-26,segundo,42
2023-02-26,primero,43
2023-02-28,tercero,30
2023-02-28,segundo,65
2023-02-28,primero,17
2023-03-01,primero,50
2023-03-01,tercero,51
2023-03-01,segundo,89
2023-03-02,segundo,95
2023-03-02,primero,30
2023-03-02,tercero,46
2023-03-03,tercero,31
2023-03-03,segundo,27
2023-03-03,primero,40
2023-03-04,tercero,36
2023-03-04,segundo,42
2023-03-04,primero,18
2023-03-05,primero,98
2023-03-05,segundo,88
2023-03-05,tercero,20
2023-03-06,primero,3
2023-03-06,tercero,51
2023-03-06,segundo,4
2023-03-07,tercero,21
2023-03-07,segundo,48
2023-03-07,primero,26
2023-03-08,tercero,3
2023-03-08,segundo,79
2023-03-08,primero,20
2023-03-09,primero,48
2023-03-09,segundo,21
2023-03-09,tercero,56
2023-03-10,segundo,84
2023-03-10,primero,32
2023-03-10,tercero,14
2023-03-11,tercero,47
2023-03-11,segundo,98
2023-03-11,primero,51
2023-03-12,tercero,65
2023-03-12,segundo,67
2023-03-12,primero,86
2023-03-13,primero,5
2023-03-13,tercero,64
2023-03-13,segundo,72
2023-03-14,segundo,63
2023-03-14,tercero,55
2023-03-14,primero,43
2023-03-15,primero,32
2023-03-15,tercero,5
2023-03-15,segundo,97
2023-03-16,primero,68
2023-03-16,tercero,37
2023-03-16,segundo,94
2023-03-17,tercero,58
2023-03-17,segundo,80
2023-03-17,primero,72
2023-03-18,tercero,35
2023-03-18,segundo,15
2023-03-18,primero,64
2023-03-19,primero,44
2023-03-19,tercero,60
2023-03-19,segundo,77
2023-03-20,segundo,31
2023-03-20,primero,52
2023-03-20,tercero,19
2023-03-21,tercero,88
2023-03-21,segundo,63
2023-03-21,primero,75
2023-03-22,tercero,74
2023-03-22,segundo,94
2023-03-22,primero,90
2023-03-23,primero,66
2023-03-23,segundo,0
2023-03-23,tercero,36
2023-03-24,primero,10
2023-03-24,tercero,32
2023-03-24,segundo,88
2023-03-25,tercero,48
2023-03-25,segundo,4
2023-03-25,primero,99
2023-03-26,tercero,1
2023-03-26,segundo,60
2023-03-26,primero,2
2023-03-27,primero,98
2023-03-27,segundo,80
2023-03-27,tercero,20
2023-03-28,segundo,63
2023-03-28,primero,88
2023-03-28,tercero,51
2023-03-29,tercero,91
2023-03-29,segundo,61
2023-03-29,primero,58
2023-03-30,tercero,97
2023-03-30,segundo,40
2023-03-30,primero,20
2023-03-31,primero,94
2023-03-31,segundo,29
2023-03-31,tercero,40
2023-04-01,primero,39
2023-04-01,tercero,30
2023-04-01,segundo,38
2023-04-02,tercero,64
2023-04-02,segundo,55
2023-04-02,primero,60
2023-04-03,tercero,83
2023-04-03,segundo,12
2023-04-03,primero,85
2023-04-04,tercero,14
2023-04-04,segundo,72
2023-04-04,primero,51
2023-04-05,primero,78
2023-04-05,segundo,0
2023-04-05,tercero,51
2023-04-09,tercero,47
2023-04-09,segundo,72
2023-04-09,primero,14
2023-04-10,tercero,69
2023-04-10,segundo,79
2023-04-10,primero,41
2023-04-11,tercero,36
2023-04-11,segundo,34
2023-04-11,primero,74
2023-04-12,primero,25
2023-04-12,segundo,3
2023-04-12,tercero,18
2023-04-13,tercero,94
2023-04-13,segundo,95
2023-04-13,primero,9
2023-04-14,tercero,6
2023-04-14,segundo,93
2023-04-14,primero,24
2023-04-15,tercero,43
2023-04-15,segundo,13
2023-04-15,primero,89
2023-04-17,tercero,81
2023-04-17,segundo,48
2023-04-17,primero,51
2023-04-18,primero,41
2023-04-18,tercero,35
2023-04-18,segundo,86
2023-04-19,tercero,77
2023-04-19,segundo,82
2023-04-19,primero,41
2023-04-20,tercero,42
2023-04-20,segundo,50
2023-04-20,primero,13
2023-04-21,tercero,30
2023-04-21,segundo,27
2023-04-21,primero,76
2023-04-22,primero,51
2023-04-22,segundo,68
2023-04-22,tercero,25
2023-04-23,primero,16
2023-04-23,tercero,74
2023-04-23,segundo,79
2023-04-24,primero,66
